,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
7546,-118.2,33.92,36,414,104.0,477,130,3.6719,130400,<1H OCEAN
662,-122.13,37.7,21,4124,1054.0,2162,998,2.6321,223100,NEAR BAY
18078,-122.01,37.27,28,3825,473.0,1415,480,10.675,500001,<1H OCEAN
2619,-124.08,40.94,18,1550,345.0,941,335,2.3147,70100,NEAR OCEAN
3409,-118.31,34.26,36,1882,453.0,1005,409,3.8,217100,<1H OCEAN
15338,-117.29,33.2,16,2150,461.0,1428,407,2.4754,157300,NEAR OCEAN
10468,-117.72,33.54,13,4866,812.0,1909,733,4.9821,244800,<1H OCEAN
3509,-118.46,34.25,33,2202,433.0,1135,407,4.2143,224200,<1H OCEAN
18819,-120.73,39.63,17,1791,356.0,432,190,3.8826,92400,INLAND
19088,-122.54,38.36,40,2725,531.0,1167,458,3.7969,202800,<1H OCEAN
3261,-122.91,39.17,44,202,42.0,142,39,4.35,68300,INLAND
13561,-117.27,34.16,32,2894,427.0,1151,446,6.2236,159700,INLAND
5238,-118.23,33.93,36,501,123.0,487,118,1.3,87000,<1H OCEAN
13510,-117.34,34.13,29,331,85.0,341,107,0.7069,70300,INLAND
8188,-118.13,33.79,29,2937,524.0,1132,528,4.6133,500001,NEAR OCEAN
17448,-120.47,34.63,23,2441,463.0,1392,434,3.7917,142200,NEAR OCEAN
19987,-119.32,36.2,25,1427,246.0,772,221,2.2262,64500,INLAND
5380,-118.4,34.03,24,1101,318.0,491,287,3.2222,319400,<1H OCEAN
3270,-122.99,39.02,14,1582,301.0,851,273,3.45,164100,<1H OCEAN
11487,-117.99,33.72,14,2127,537.0,1338,475,3.628,188500,<1H OCEAN
14047,-117.13,32.76,29,2568,682.0,1191,642,2.1094,162500,NEAR OCEAN
13831,-117.23,34.51,9,5756,807.0,2158,758,5.5875,167800,INLAND
15834,-122.44,37.75,52,2082,425.0,801,411,4.2708,368900,NEAR BAY
19451,-121.02,37.68,28,2875,560.0,1608,558,3.5489,106400,INLAND
11423,-117.97,33.71,26,2553,405.0,1337,411,5.3737,252900,<1H OCEAN
20169,-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,219900,NEAR OCEAN
11093,-117.87,33.84,10,3381,729.0,1584,636,5.3812,235400,<1H OCEAN
16178,-122.4,37.71,47,1649,328.0,1183,356,3.3625,223700,NEAR BAY
19482,-120.98,37.66,33,1959,342.0,984,356,4.5208,114200,INLAND
13802,-117.61,34.34,18,5210,912.0,1301,464,4.8623,176900,INLAND
1295,-121.81,37.99,18,2807,445.0,1315,437,4.8194,170400,INLAND
19172,-122.67,38.44,29,2551,448.0,1165,456,4.3587,196400,<1H OCEAN
4618,-118.3,34.07,36,2657,738.0,2274,723,3.425,281700,<1H OCEAN
2326,-119.71,36.81,19,2282,550.0,1034,500,1.6618,69700,INLAND
17542,-121.88,37.34,44,1267,353.0,1018,327,2.4196,194400,<1H OCEAN
15092,-116.93,32.81,18,2447,466.0,1573,472,2.6429,125400,<1H OCEAN
19625,-121.01,37.33,17,1926,410.0,1054,321,1.6214,71500,INLAND
9521,-123.2,39.13,26,1474,417.0,1065,401,1.375,84400,<1H OCEAN
15610,-116.87,32.72,13,3268,491.0,1431,503,5.7652,259900,<1H OCEAN
17177,-122.48,37.51,22,1564,278.0,761,270,4.7578,318500,NEAR OCEAN
3619,-118.44,34.25,35,1583,324.0,1481,351,3.7,176000,<1H OCEAN
17347,-120.33,34.87,24,2590,404.0,1093,338,3.9375,341200,<1H OCEAN
8465,-118.34,33.91,8,3937,1404.0,2691,1142,2.4741,185700,<1H OCEAN
9014,-118.68,34.08,18,102,17.0,55,21,3.9934,500001,NEAR OCEAN
5285,-118.46,34.05,25,4077,1151.0,1719,1017,3.7721,337500,<1H OCEAN
12249,-116.95,33.76,10,6890,1702.0,3141,1451,1.7079,95900,INLAND
16539,-121.22,37.79,36,1052,221.0,712,212,1.7228,105000,INLAND
7156,-118.15,34.04,44,647,142.0,457,143,3.6875,162500,<1H OCEAN
10702,-117.7,33.6,26,2283,506.0,634,469,2.3774,74300,<1H OCEAN
6676,-118.1,34.16,46,2863,513.0,1412,498,5.3272,330200,INLAND
12820,-121.48,38.61,18,1511,315.0,1062,304,2.3438,89400,INLAND
1275,-121.7,37.93,10,3258,612.0,1779,558,4.6587,152500,INLAND
58,-122.28,37.82,52,1387,341.0,1074,304,1.2171,80300,NEAR BAY
1316,-121.8,38.0,34,2738,475.0,1316,459,3.5368,122500,INLAND
17629,-121.92,37.25,36,3874,656.0,1826,639,4.9662,258500,<1H OCEAN
15659,-122.41,37.79,52,5783,2747.0,4518,2538,1.724,225000,NEAR BAY
18491,-121.58,37.03,16,3120,685.0,2383,681,3.5551,198600,INLAND
4686,-118.35,34.07,45,7803,2154.0,3359,2041,3.3594,287500,<1H OCEAN
17180,-122.53,37.5,19,4768,807.0,2199,805,6.1896,331100,NEAR OCEAN
13277,-117.64,34.09,34,2839,659.0,1822,631,3.05,121300,INLAND
4641,-118.3,34.06,33,2437,1283.0,3906,1084,2.0332,270000,<1H OCEAN
14252,-117.09,32.71,29,2238,523.0,2061,504,2.5559,96800,NEAR OCEAN
10767,-117.9,33.63,28,2370,352.0,832,347,7.1148,500001,<1H OCEAN
15952,-122.45,37.72,52,1729,319.0,890,300,4.3036,261800,NEAR BAY
3885,-118.52,34.21,34,1663,299.0,762,282,5.1265,211000,<1H OCEAN
19511,-121.02,37.62,30,1721,399.0,1878,382,2.5363,83900,INLAND
4843,-118.29,34.03,27,1084,287.0,1085,279,2.135,119600,<1H OCEAN
9659,-121.16,41.78,42,2918,576.0,1182,440,2.1434,44000,INLAND
7736,-118.13,33.93,19,1793,447.0,1222,452,2.6862,195800,<1H OCEAN
10118,-117.92,33.94,27,4566,620.0,2045,664,5.583,267700,<1H OCEAN
19449,-121.03,37.68,20,3204,625.0,2016,605,2.6567,110400,INLAND
8977,-118.42,34.01,42,1700,438.0,997,436,2.9213,305000,<1H OCEAN
15274,-117.27,33.06,7,3686,733.0,1612,672,3.197,367100,NEAR OCEAN
9693,-121.64,36.68,16,6568,1603.0,6012,1565,2.3463,156100,<1H OCEAN
3198,-119.65,36.37,4,3725,783.0,1478,600,3.5486,148000,INLAND
13851,-117.31,34.51,18,2704,698.0,1611,597,2.0243,82300,INLAND
11467,-117.99,33.66,14,3155,653.0,951,575,3.0625,268800,<1H OCEAN
7678,-118.09,33.92,31,1983,419.0,1157,390,3.5455,168300,<1H OCEAN
9782,-121.02,36.24,12,2198,507.0,1971,502,2.6801,100000,<1H OCEAN
7796,-118.07,33.9,42,1007,224.0,776,228,3.8672,162700,<1H OCEAN
22,-122.27,37.84,52,2436,541.0,1015,478,1.725,113900,NEAR BAY
17031,-122.25,37.5,44,348,79.0,154,73,4.7708,253800,NEAR OCEAN
4091,-118.42,34.15,31,1861,430.0,736,360,5.2853,355900,<1H OCEAN
19416,-121.08,37.69,19,6473,1212.0,3559,1123,3.2246,129300,INLAND
18744,-122.32,40.57,15,2524,449.0,1374,467,3.3816,93800,INLAND
16784,-122.45,37.69,17,2359,501.0,884,504,3.0625,87500,NEAR OCEAN
19165,-122.68,38.4,32,2826,627.0,1767,628,3.1047,141400,<1H OCEAN
4197,-118.25,34.12,11,1281,418.0,1584,330,2.8889,153100,<1H OCEAN
17415,-120.46,34.64,11,562,164.0,504,147,2.0161,118800,NEAR OCEAN
4943,-118.28,34.02,46,1098,426.0,1510,374,2.1382,156300,<1H OCEAN
15295,-117.34,33.16,24,1006,277.0,610,246,2.25,187500,NEAR OCEAN
16498,-120.97,37.84,28,2368,430.0,1231,403,2.883,141900,INLAND
14401,-117.25,32.79,37,1467,442.0,651,354,2.375,340400,NEAR OCEAN
9684,-121.64,36.72,17,4203,816.0,2900,827,4.1742,159900,<1H OCEAN
3591,-118.47,34.25,21,2692,477.0,1330,456,4.5417,238900,<1H OCEAN
14301,-117.14,32.72,43,1073,344.0,660,279,2.0529,168800,NEAR OCEAN
7150,-118.15,34.02,43,2172,605.0,2386,597,2.8239,150600,<1H OCEAN
15289,-117.29,33.13,4,617,105.0,224,105,3.9205,183000,NEAR OCEAN
11311,-117.96,33.78,33,1520,,658,242,4.875,269300,<1H OCEAN
9432,-122.81,38.08,19,1615,366.0,815,337,3.4609,238800,NEAR OCEAN
10320,-117.78,33.85,16,3781,504.0,1665,499,7.2554,335600,<1H OCEAN
6191,-117.89,34.1,34,2048,411.0,1456,416,3.125,168600,<1H OCEAN
381,-122.16,37.74,46,1029,181.0,567,211,3.4844,129500,NEAR BAY
18601,-122.12,37.16,32,1602,317.0,752,275,5.1664,185100,NEAR OCEAN
7022,-118.09,33.98,37,1226,255.0,1068,271,3.1607,172200,<1H OCEAN
7324,-118.18,33.98,30,1735,573.0,2237,545,2.3444,156100,<1H OCEAN
6219,-117.91,34.06,29,3250,521.0,1382,513,5.112,218300,<1H OCEAN
13228,-117.68,34.15,24,1033,189.0,486,204,4.1719,213500,INLAND
4669,-118.3,34.05,34,1453,588.0,1987,589,2.096,187500,<1H OCEAN
17841,-121.88,37.43,17,3469,896.0,2762,808,3.3884,245800,<1H OCEAN
16054,-122.48,37.76,52,3260,653.0,1594,632,4.4094,336100,NEAR BAY
2017,-119.8,36.72,19,1334,336.0,1171,319,1.0481,48500,INLAND
9516,-123.22,39.16,29,6121,1222.0,3595,1189,2.631,109600,<1H OCEAN
20289,-119.17,34.17,21,2361,464.0,1146,396,3.6597,195100,NEAR OCEAN
1978,-120.32,38.71,13,1115,255.0,86,32,3.5667,115600,INLAND
2445,-119.64,36.56,34,576,117.0,363,97,2.0658,92500,INLAND
3120,-117.84,35.54,11,1751,316.0,765,296,5.0762,98000,INLAND
18939,-122.1,38.24,13,7367,1042.0,3193,983,5.3102,195000,NEAR BAY
17189,-122.27,37.32,37,2607,534.0,1346,507,5.3951,277700,NEAR OCEAN
7812,-118.1,33.89,35,994,203.0,602,185,3.5865,178000,<1H OCEAN
15009,-117.02,32.75,33,3296,537.0,1345,556,5.2835,217100,<1H OCEAN
13504,-117.32,34.12,37,2868,574.0,2055,563,2.3508,70500,INLAND
12769,-121.42,38.62,41,1087,272.0,462,219,2.0224,64900,INLAND
6779,-118.15,34.11,39,2618,582.0,1314,532,3.5875,309300,<1H OCEAN
7760,-118.14,33.91,34,2011,472.0,1087,423,3.0465,187800,<1H OCEAN
16897,-122.37,37.58,43,2506,432.0,967,428,4.7404,500001,NEAR OCEAN
14522,-117.13,32.9,15,2785,644.0,1798,630,3.7156,175200,<1H OCEAN
9216,-120.25,37.11,20,2062,466.0,1285,456,1.5319,50500,INLAND
14462,-117.27,32.85,26,1373,,608,268,4.425,475000,NEAR OCEAN
5840,-118.32,34.19,37,1335,249.0,485,240,4.1731,352100,<1H OCEAN
5591,-118.3,33.78,35,2572,504.0,1172,519,4.6207,304100,<1H OCEAN
11755,-121.2,38.73,11,4897,636.0,1931,616,7.7499,334800,INLAND
9837,-121.9,36.61,29,3412,827.0,1574,759,2.9309,217100,NEAR OCEAN
14529,-117.14,32.92,15,3242,595.0,1936,593,4.9706,184700,<1H OCEAN
3796,-118.36,34.16,32,2455,556.0,989,493,4.0764,325000,<1H OCEAN
10129,-117.89,33.92,17,2936,555.0,1381,535,5.4617,190300,<1H OCEAN
12549,-121.48,38.56,50,1587,448.0,877,380,2.0833,94300,INLAND
2912,-119.05,35.36,16,4507,1049.0,2261,959,3.3261,118400,INLAND
19656,-120.85,37.49,42,264,72.0,310,70,1.4063,61500,INLAND
4678,-118.34,34.08,52,1721,195.0,688,196,15.0001,500001,<1H OCEAN
6732,-118.1,34.13,44,1745,237.0,693,248,9.7912,500001,<1H OCEAN
15441,-117.22,33.19,16,3004,656.0,1948,606,2.7019,216900,<1H OCEAN
3507,-118.46,34.26,33,1358,247.0,738,235,5.0947,210300,<1H OCEAN
8789,-118.36,33.8,38,2553,400.0,1042,393,6.9742,500001,NEAR OCEAN
14711,-117.08,32.78,21,2919,496.0,984,443,4.625,222800,NEAR OCEAN
13905,-116.44,34.12,18,5584,1303.0,2250,1158,1.5823,72400,INLAND
10533,-117.68,33.51,4,2428,401.0,959,386,6.2661,268500,<1H OCEAN
5333,-118.45,34.04,19,3330,1010.0,1837,915,3.0173,393800,<1H OCEAN
3054,-119.34,35.6,33,2143,488.0,1732,509,1.9362,59000,INLAND
17848,-121.86,37.42,20,5032,808.0,2695,801,6.6227,264800,<1H OCEAN
1886,-119.98,38.93,25,1262,293.0,534,226,2.6607,90400,INLAND
1072,-121.83,39.74,34,3263,604.0,1290,594,2.575,130300,INLAND
5108,-118.31,33.96,43,2118,569.0,1266,500,1.747,121000,<1H OCEAN
2261,-119.84,36.79,21,3235,648.0,1820,614,3.3447,71400,INLAND
10839,-117.93,33.66,18,2043,250.0,702,246,9.6062,414700,<1H OCEAN
2263,-119.81,36.78,35,1012,245.0,633,240,2.0324,55500,INLAND
11797,-121.31,38.97,16,1210,228.0,726,222,2.7083,82100,INLAND
367,-122.13,37.74,41,4400,666.0,1476,648,5.0,248900,NEAR BAY
17316,-120.2,34.63,14,2647,515.0,1487,488,4.4519,227900,NEAR OCEAN
14066,-117.12,32.75,20,1406,413.0,850,412,2.3261,114600,NEAR OCEAN
13122,-121.2,38.28,20,1732,307.0,999,305,3.9808,160200,INLAND
3845,-118.46,34.18,27,2582,719.0,2038,718,3.0877,174200,<1H OCEAN
10331,-117.77,33.84,5,4380,715.0,1913,741,6.7274,266400,<1H OCEAN
15190,-117.06,33.02,17,2635,389.0,994,359,5.8966,261500,<1H OCEAN
6890,-118.1,34.05,31,3559,734.0,2975,715,3.756,183300,<1H OCEAN
11287,-117.95,33.8,34,1654,285.0,905,292,4.6389,214600,<1H OCEAN
8089,-118.21,33.81,43,905,199.0,764,204,3.3214,162200,NEAR OCEAN
14,-122.26,37.85,52,2643,626.0,1212,620,1.9167,159200,NEAR BAY
6920,-118.05,34.02,31,40,8.0,25,7,2.125,375000,<1H OCEAN
4023,-118.52,34.18,46,2082,438.0,1047,393,3.6534,216000,<1H OCEAN
10066,-120.74,39.39,18,453,117.0,152,77,1.3523,85700,INLAND
7824,-118.13,33.91,36,1967,316.0,910,306,4.4948,190600,<1H OCEAN
2589,-124.1,40.88,35,2987,578.0,1581,585,2.0657,81100,NEAR OCEAN
12343,-116.52,33.85,13,7559,1444.0,3189,1105,3.4886,112500,INLAND
19019,-121.96,38.36,11,3208,790.0,1772,694,2.7434,218800,INLAND
23,-122.27,37.84,52,1688,337.0,853,325,2.1806,99700,NEAR BAY
1182,-121.49,39.49,20,2505,468.0,1174,429,2.9965,88900,INLAND
16208,-121.3,37.94,40,452,109.0,412,97,1.3417,60800,INLAND
10418,-117.62,33.42,23,2656,515.0,998,435,4.0294,500001,NEAR OCEAN
2433,-119.63,36.6,33,1589,294.0,1102,307,1.9676,62400,INLAND
4991,-118.31,33.99,47,1525,359.0,982,333,2.0915,126600,<1H OCEAN
14965,-116.99,32.74,18,3341,611.0,1952,602,3.9844,215300,<1H OCEAN
15523,-117.05,33.13,20,7746,2035.0,5370,1838,2.3762,98500,<1H OCEAN
11551,-117.98,33.75,37,1264,274.0,783,273,3.3438,199600,<1H OCEAN
8773,-118.35,33.8,32,1434,296.0,672,285,4.875,311700,<1H OCEAN
18187,-122.02,37.38,43,1261,317.0,836,333,4.0911,224600,<1H OCEAN
14697,-117.09,32.79,36,1936,345.0,861,343,3.8333,170000,NEAR OCEAN
6913,-117.98,33.95,35,4055,652.0,1758,639,6.1898,282400,<1H OCEAN
17203,-119.73,34.43,35,2703,654.0,1383,631,4.5278,340400,NEAR OCEAN
12665,-121.44,38.49,31,4297,788.0,2083,771,3.3878,109300,INLAND
7974,-118.2,33.87,26,703,202.0,757,212,2.525,155500,<1H OCEAN
8289,-118.14,33.76,37,3242,698.0,1080,629,3.901,432500,NEAR OCEAN
18795,-122.34,41.06,33,2149,498.0,631,273,1.8816,65800,INLAND
15140,-116.89,32.85,15,3560,593.0,1757,574,5.1185,185300,<1H OCEAN
11377,-117.97,33.68,26,3653,568.0,1930,585,5.7301,260900,<1H OCEAN
18357,-122.1,37.36,32,1433,199.0,498,201,9.3586,500001,NEAR BAY
19364,-123.25,38.54,27,3658,764.0,1278,518,3.3536,157500,NEAR OCEAN
14959,-116.94,32.75,4,14934,2479.0,6945,2418,5.1221,229700,<1H OCEAN
10555,-117.71,33.63,16,2497,500.0,1357,456,4.5909,241800,<1H OCEAN
11175,-117.97,33.82,26,4013,985.0,2442,922,3.7655,197700,<1H OCEAN
308,-122.18,37.77,51,2107,471.0,1173,438,3.2552,120100,NEAR BAY
7898,-118.06,33.86,16,5603,938.0,3045,893,5.0778,293700,<1H OCEAN
9593,-120.46,37.33,4,786,116.0,368,109,6.3215,138200,INLAND
1688,-122.27,37.98,23,3455,479.0,1375,474,6.0289,218600,NEAR BAY
9111,-118.15,34.59,33,2111,429.0,1067,397,3.7344,111400,INLAND
18301,-122.14,37.41,35,2419,426.0,949,433,6.4588,437100,NEAR BAY
257,-122.19,37.77,42,932,254.0,900,263,1.8039,92300,NEAR BAY
4367,-118.27,34.1,41,3729,740.0,1364,707,5.7778,412700,<1H OCEAN
2461,-119.69,36.46,29,1702,301.0,914,280,2.8125,79200,INLAND
3536,-118.5,34.26,33,2831,510.0,1340,504,4.8316,237300,<1H OCEAN
18406,-121.83,37.28,17,3057,606.0,2030,602,5.2166,230900,<1H OCEAN
20625,-121.52,39.12,37,102,17.0,29,14,4.125,72000,INLAND
16862,-122.41,37.63,37,1252,275.0,878,287,4.2262,228500,NEAR OCEAN
1980,-120.88,38.58,8,3417,604.0,1703,623,4.0827,170700,INLAND
5803,-118.25,34.14,37,584,260.0,552,235,1.8235,275000,<1H OCEAN
575,-122.28,37.75,20,1156,365.0,583,326,3.1972,100000,NEAR BAY
15590,-116.52,32.9,18,4454,852.0,1754,656,4.57,189900,INLAND
11298,-117.91,33.78,33,2729,549.0,2223,535,4.0362,177900,<1H OCEAN
8835,-118.37,34.09,24,630,172.0,257,147,5.5224,400000,<1H OCEAN
4173,-118.23,34.1,46,2483,587.0,2121,553,2.2788,152900,<1H OCEAN
15656,-122.41,37.79,52,3610,1286.0,1504,1047,3.2059,500001,NEAR BAY
18091,-122.08,37.3,30,2268,404.0,1197,372,7.0813,485300,<1H OCEAN
16444,-121.3,38.13,27,1004,192.0,470,192,2.8942,116700,INLAND
2443,-119.63,36.58,22,1794,435.0,1127,359,1.2647,55300,INLAND
16699,-120.61,35.1,14,2919,691.0,1896,577,2.4003,142100,<1H OCEAN
12136,-117.13,33.89,4,1611,239.0,275,84,3.5781,244400,INLAND
2014,-119.79,36.72,19,1719,391.0,1369,368,1.25,53000,INLAND
5728,-118.21,34.18,14,2672,335.0,1113,318,12.1579,500001,<1H OCEAN
19457,-120.93,37.67,6,3491,657.0,2075,644,3.3844,138500,INLAND
2186,-120.0,36.7,33,1902,370.0,1168,358,2.6852,70800,INLAND
15663,-122.44,37.8,52,3830,,1310,963,3.4801,500001,NEAR BAY
8365,-118.35,33.97,26,1725,431.0,1130,404,3.2708,128100,<1H OCEAN
2391,-119.33,36.89,15,1879,411.0,755,294,2.0,83300,INLAND
10108,-117.95,33.92,11,3127,706.0,1594,694,4.3426,141300,<1H OCEAN
8546,-118.35,33.89,25,1769,440.0,1371,414,3.0833,232700,<1H OCEAN
15825,-122.42,37.75,52,2112,528.0,1227,513,3.5536,400000,NEAR BAY
953,-121.96,37.71,6,8072,1050.0,3386,1062,7.2494,336500,<1H OCEAN
19429,-121.06,37.67,31,906,146.0,383,129,3.4167,196900,INLAND
6447,-118.05,34.11,42,3677,627.0,1779,622,5.1509,426500,INLAND
10727,-117.81,33.64,4,1741,225.0,811,233,12.3411,500001,<1H OCEAN
16898,-122.37,37.58,52,1900,290.0,665,276,4.5486,500001,NEAR OCEAN
2535,-122.1,39.47,43,1320,215.0,512,197,2.4917,77100,INLAND
10534,-117.69,33.51,4,1223,275.0,505,244,4.6607,173000,<1H OCEAN
4422,-118.25,34.07,47,2059,618.0,2033,544,1.9028,217900,<1H OCEAN
14002,-117.1,34.57,6,5110,1044.0,1938,724,3.1917,112800,INLAND
16679,-120.64,35.15,7,7922,1442.0,2863,1197,4.849,275000,<1H OCEAN
18317,-122.12,37.44,33,1509,303.0,748,268,4.875,373400,NEAR BAY
5388,-118.39,34.03,19,1450,509.0,746,437,3.1415,55000,<1H OCEAN
19806,-123.41,40.07,17,449,151.0,141,53,0.8362,87500,INLAND
13478,-117.39,34.07,26,1387,277.0,664,239,3.0278,96800,INLAND
12362,-116.48,33.79,14,9425,2020.0,1711,1000,2.6298,145200,INLAND
9685,-121.63,36.71,19,5015,1013.0,3251,940,3.9818,152900,<1H OCEAN
4262,-118.33,34.1,30,5293,2446.0,4123,2127,1.51,187500,<1H OCEAN
4019,-118.49,34.18,31,3073,674.0,1486,684,4.8984,311700,<1H OCEAN
19059,-122.49,38.22,33,1486,290.0,781,274,3.5647,251800,NEAR BAY
6721,-118.14,34.13,16,3569,821.0,1505,783,4.9167,251100,<1H OCEAN
7345,-118.14,33.97,31,2064,612.0,2461,573,2.0524,160800,<1H OCEAN
14057,-117.13,32.75,50,1476,354.0,698,354,3.0,168800,NEAR OCEAN
5916,-118.44,34.28,46,11,11.0,24,13,2.875,162500,<1H OCEAN
7340,-118.16,33.97,30,2419,715.0,3208,719,2.1743,176000,<1H OCEAN
13417,-117.47,34.06,33,1379,273.0,884,229,2.7574,125000,INLAND
3632,-118.43,34.24,36,1379,265.0,896,246,4.6827,183800,<1H OCEAN
11840,-120.93,39.9,20,1511,328.0,791,320,2.0221,70900,INLAND
19567,-120.97,37.61,16,1326,375.0,884,375,1.871,103900,INLAND
19360,-123.01,38.79,32,2697,529.0,1417,535,3.2546,134100,<1H OCEAN
17412,-120.6,34.91,44,711,140.0,384,116,2.1094,73800,NEAR OCEAN
19198,-122.69,38.44,31,1808,315.0,691,280,3.8583,193200,<1H OCEAN
12104,-117.33,33.97,8,152,19.0,1275,20,1.625,162500,INLAND
2484,-120.38,36.15,17,2279,448.0,1200,420,2.7461,70000,INLAND
14170,-117.05,32.76,46,1887,359.0,795,358,3.25,159600,NEAR OCEAN
6443,-118.03,34.1,32,2668,609.0,1512,541,2.9422,233100,INLAND
2605,-124.14,41.06,32,1020,215.0,421,198,3.0208,143400,NEAR OCEAN
4118,-118.22,34.14,52,1388,271.0,735,239,3.7404,247700,<1H OCEAN
5671,-118.31,33.72,26,2711,508.0,1372,459,4.1451,326700,NEAR OCEAN
1924,-120.71,38.85,8,1877,479.0,884,323,3.4688,120100,INLAND
11836,-120.98,39.08,20,4570,906.0,2125,815,3.0403,148000,INLAND
6012,-117.78,34.07,18,3610,772.0,2899,765,3.9784,113500,INLAND
4570,-118.27,34.06,30,1771,788.0,2188,764,1.5885,154200,<1H OCEAN
5005,-118.32,34.01,50,1842,377.0,817,341,3.1548,157700,<1H OCEAN
1721,-122.39,38.0,33,44,6.0,23,11,4.125,212500,NEAR BAY
10852,-117.9,33.66,4,456,91.0,623,84,6.6369,192600,<1H OCEAN
14479,-117.24,32.83,18,3109,501.0,949,368,7.4351,445700,NEAR OCEAN
18985,-121.94,38.27,35,10869,2226.0,9879,2152,2.5681,81300,INLAND
12171,-117.15,33.7,2,6305,1265.0,2489,1152,3.1319,111500,INLAND
4030,-118.53,34.18,16,7194,1976.0,3687,1894,3.1887,189300,<1H OCEAN
11425,-117.99,33.7,25,2017,357.0,1063,369,4.0345,229400,<1H OCEAN
15797,-122.43,37.77,52,2714,779.0,1438,733,3.6031,275000,NEAR BAY
17085,-122.21,37.47,33,1266,415.0,1991,334,2.92,202800,NEAR OCEAN
19825,-119.43,36.55,27,1621,323.0,882,324,2.75,93500,INLAND
6665,-118.09,34.17,36,2875,552.0,1131,458,4.3083,269300,INLAND
12673,-121.4,38.49,12,7290,1283.0,3960,1248,3.5968,106300,INLAND
14937,-117.04,32.64,5,2329,542.0,1213,514,4.0298,225600,NEAR OCEAN
3232,-119.69,36.25,35,2011,349.0,970,300,2.395,94100,INLAND
2005,-119.8,36.74,25,1717,542.0,1343,471,0.799,51800,INLAND
4106,-118.36,34.13,36,6871,1180.0,2216,1130,8.0499,495600,<1H OCEAN
4122,-118.23,34.14,39,277,89.0,182,91,2.3958,175000,<1H OCEAN
11240,-117.95,33.81,33,1724,291.0,943,285,5.118,195200,<1H OCEAN
20176,-119.19,34.28,28,3231,524.0,1665,540,4.8583,224200,NEAR OCEAN
17761,-121.83,37.34,21,6404,1232.0,6047,1235,4.2098,193400,<1H OCEAN
19005,-121.93,38.31,25,185,32.0,85,32,4.875,250000,INLAND
3196,-119.7,36.3,10,956,201.0,693,220,2.2895,62000,INLAND
125,-122.22,37.85,28,5287,1048.0,2031,956,5.457,337300,NEAR BAY
4763,-118.36,34.04,48,1769,429.0,993,405,2.3214,139400,<1H OCEAN
15657,-122.41,37.79,52,6016,2509.0,3436,2119,2.5166,275000,NEAR BAY
9425,-122.71,37.9,23,1250,257.0,437,188,3.115,242600,NEAR OCEAN
16648,-120.65,35.27,15,2365,538.0,1446,490,2.5129,225900,NEAR OCEAN
8591,-118.36,33.89,40,756,122.0,371,130,5.0299,329200,<1H OCEAN
12432,-116.12,33.53,17,2421,820.0,2971,685,1.654,100000,INLAND
19496,-121.0,37.66,43,2369,413.0,944,422,3.2632,138100,INLAND
16006,-122.46,37.74,51,1905,291.0,707,284,6.2561,431000,NEAR BAY
16272,-121.24,37.94,5,2232,488.0,1857,435,2.8705,113600,INLAND
12544,-121.49,38.55,51,4280,632.0,1486,621,5.0359,224100,INLAND
15650,-122.41,37.8,52,1999,642.0,1846,620,1.9145,225000,NEAR BAY
8142,-118.11,33.83,37,1249,202.0,517,189,4.4196,223100,<1H OCEAN
8265,-118.18,33.77,41,2048,601.0,852,533,2.5726,193800,NEAR OCEAN
4870,-118.28,34.03,40,2118,796.0,2195,658,1.7976,164600,<1H OCEAN
13636,-117.32,34.09,30,1129,251.0,1034,237,2.3917,78600,INLAND
15330,-117.32,33.23,24,2580,604.0,982,569,1.6402,169300,NEAR OCEAN
10387,-117.65,33.6,13,2319,430.0,1004,380,5.133,316100,<1H OCEAN
16726,-120.7,35.55,10,3979,761.0,1834,671,3.5,172100,<1H OCEAN
12302,-116.89,33.92,10,2653,621.0,1967,598,2.6643,81000,INLAND
17181,-122.49,37.54,15,3456,545.0,1527,535,6.3256,368000,NEAR OCEAN
9669,-119.3,38.26,19,3325,660.0,750,286,2.9509,114800,INLAND
16492,-121.11,38.04,32,1083,188.0,471,178,2.9241,187500,INLAND
10665,-117.87,33.61,25,2267,359.0,866,348,7.79,500001,<1H OCEAN
4864,-118.28,34.04,19,460,241.0,890,229,1.6089,162500,<1H OCEAN
10590,-117.78,33.69,16,4702,806.0,2529,814,5.1299,238900,<1H OCEAN
3165,-118.85,35.2,17,2783,678.0,2566,641,1.9907,51200,INLAND
20523,-121.55,38.51,22,2403,431.0,1088,421,3.9,146900,INLAND
6749,-118.08,34.11,42,2628,525.0,1494,523,3.9464,257200,<1H OCEAN
12726,-121.35,38.6,27,4314,611.0,1662,575,5.0997,170100,INLAND
16923,-122.33,37.58,28,2784,736.0,1534,685,3.38,285400,NEAR OCEAN
10963,-117.88,33.77,31,2549,355.0,1044,362,6.9737,288800,<1H OCEAN
2075,-119.84,36.75,34,1186,300.0,774,271,1.575,57100,INLAND
8319,-118.29,33.96,32,3508,917.0,2794,839,1.554,100000,<1H OCEAN
10254,-117.87,33.88,24,2655,702.0,1519,708,3.3036,183900,<1H OCEAN
9091,-118.21,34.65,17,4001,814.0,2313,756,3.0441,140100,INLAND
7248,-118.11,34.01,22,1141,332.0,1189,321,2.2042,162500,<1H OCEAN
